"","ID","COUNTRY_NAME","ISO2","ADMIN1","ADMIN2","SITE_NAME","SITE_CODE","LATITUDE","LONGITUDE","TEST_TYPE","INSECTICIDE_CLASS","INSECTICIDE_CONC","INSECTICIDE_INTENSITY","INSECTICIDE_TYPE","YEAR_START","VECTOR_SPECIES","STAGE_ORIGIN","MOSQUITO_NUMBER","TIME_HOLDING_POSTEXPOSURE","MORTALITY_ADJUSTED","RESISTANCE_INTENSITY","DATA_SOURCE","CITATION","CITATION_URL","DATA_CURATOR"
"1370","IR000058264","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Puerto Cabezas","Barrio Aleman","IRNI5",14.0351,-83.3888,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","100",24,14,"Moderate to high intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1371","IR000058265","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Puerto Cabezas","Barrio Aleman","IRNI5",14.0351,-83.3888,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","100",24,12,"Moderate to high intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1372","IR000058268","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Prinzapolka","Alamikamba","IRNI1",13.4985,-84.2236,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","200",24,82,"Moderate to high intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1373","IR000058267","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Prinzapolka","Alamikamba","IRNI1",13.4985,-84.2236,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","200",24,80,"Moderate to high intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1374","IR000058269","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Puerto Cabezas","Barrio Aleman","IRNI5",14.0351,-83.3888,"WHO tube test","Pyrethroids",0.05,"High","Etofenprox",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","100",24,90,"High intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1375","IR000058272","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Prinzapolka","Alamikamba","IRNI1",13.4985,-84.2236,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","200",24,97,"High intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1376","IR000058270","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Puerto Cabezas","Barrio Aleman","IRNI5",14.0351,-83.3888,"WHO tube test","Pyrethroids",0.05,"High","Alpha-cypermethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","100",24,26,"High intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1377","IR000058271","Nicaragua","NI","Region Autonoma Del Atlantico Norte","Puerto Cabezas","Barrio Aleman","IRNI5",14.0351,-83.3888,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2021,"An. albimanus","F0_ADULTS_(WILD_COLLECTED)","100",24,39,"High intensity","Ministry of Health Nicaragua","Ministry of Health Nicaragua",NA,"World Health Organization"
"1378","IRMW00002","Malawi","MW","Northern","Karonga","Mwenimambwe","IRMW56",-10.353,34.1044,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2020,"An. gambiae s.l.","NR","41",24,46.3,"N/A","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1379","IR000057518","Nigeria","NG","Ebonyi","Ebonyi","Kpirikpiri","IRNG179",6.337602,8.099266,"CDC bottle bioassay, adults","Pyrethroids",1.25,"Low","Deltamethrin",2020,"An. gambiae s.l.","NR","100",30,91,"N/A","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1380","IR000057312","Sierra Leone","SL","Northern","Bombali","Kamaranka","IRSL22",9.2953,-12.2077,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2020,"An. gambiae s.l.","NR","94",30,87.2,"High intensity","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1381","IR000057315","Sierra Leone","SL","Northern","Bombali","Kamaranka","IRSL22",9.2953,-12.2077,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2020,"An. gambiae s.l.","NR","104",30,59.6,"Moderate to high intensity","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1382","IR000057323","Sierra Leone","SL","Western Area","Western Rural","Sand Sand Water","IRSL25",8.2182,-13.098,"CDC bottle bioassay, adults","Pyrethroids",1.25,"High","Deltamethrin",2020,"An. gambiae s.l.","NR","106",30,83,"High intensity","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1383","IR000057324","Sierra Leone","SL","Western Area","Western Rural","Sand Sand Water","IRSL25",8.2182,-13.098,"CDC bottle bioassay, adults","Pyrethroids",6.25,"Medium","Deltamethrin",2020,"An. gambiae s.l.","NR","69",30,58,"Moderate to high intensity","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1384","IR000057279","Malawi","MW","Southern","Chikwawa","Mazembe","IRMW88",-16.021986,34.818929,"CDC bottle bioassay, adults","Pyrethroids",10.75,"Medium","Permethrin",2020,"An. funestus s.l.","NR","98",NA,71.4,"Moderate to high intensity","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1385","IR000058030","Nigeria","NG","Nasarawa","Toto","Tudu Uku","IRNG225",8.51944,7.44833,"CDC bottle bioassay, adults","Pyrethroids",10.75,"Medium","Permethrin",2020,"An. gambiae s.l.","NR","100",30,98,"Low intensity","U.S. President's Malaria Initiative","U.S. President's Malaria Initiative",NA,"U.S. President's Malaria Initiative"
"1386","IRInt387","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,78.6,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1387","IRDis731","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"Low","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","89",24,32.6,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1388","IRInt388","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","99",24,74.1,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1389","IRInt389","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"High","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","97",24,87,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1390","IRDis740","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","87",24,5.1,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1391","IRInt406","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","89",24,31.6,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1392","IRInt407","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","88",24,97,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1393","IRDis741","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"Low","Etofenprox",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","93",24,76.3,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1394","IRInt408","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.25,"Medium","Etofenprox",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","94",24,84.3,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1395","IRInt409","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"High","Etofenprox",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","95",24,98.6,"Low intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1396","IRDis742","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","81",24,4.6,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1397","IRInt410","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","142",24,72.8,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1398","IRInt411","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","81",24,39.2,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1399","IRDis743","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"Low","Alpha-cypermethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","80",24,10.7,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1400","IRInt412","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","85",24,38.1,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1401","IRInt413","Cameroon","CM","Centre","Nkolbisson","Nkolbisson","IRCM149",3.87131,11.45426,"WHO tube test","Pyrethroids",0.05,"High","Alpha-cypermethrin",2019,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","94",24,89.2,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1402","IRDis144","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","86",24,5,"N/A","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1403","IRInt137","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","86",24,31.7,"Moderate to high intensity","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1404","IRInt138","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","87",24,44.3,"High intensity","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1405","IRDis145","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","89",24,11.3,"N/A","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1406","IRInt139","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","83",24,19.8,"Moderate to high intensity","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1407","IRInt140","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","84",24,29,"High intensity","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1408","IRInt141","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Organophosphates",0.05,"Medium","Fenitrothion",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","84",24,95.2,"Moderate to high intensity","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1409","IRInt142","Cameroon","CM","Centre","Mfou","Mfoundi","IRCM152",3.699,11.557,"WHO tube test","Organophosphates",1.25,"Medium","Pirimiphos-methyl",2019,"An. gambiae s.s.","F1_ADULTS_(PROGENY_OF_WILD_ADULTS)","61",24,96.8,"Moderate to high intensity","Not available","Nkemngo et al. (2020) Multiple insecticide resistance and Plasmodium infection in the principal malaria vectors Anopheles funestus and Anopheles gambiae in a forested locality close to the Yaounde airport, Cameroon, Wellcome Open Research 2020, 5:157","https://pubmed.ncbi.nlm.nih.gov/33204845/","World Health Organization"
"1410","IRDis720","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.75,"Low","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","111",24,7.2,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1411","IRInt364","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",3.75,"Medium","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","112",24,74,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1412","IRInt365","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.75,"High","Permethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","118",24,100,"Low intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1413","IRDis721","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.05,"Low","Etofenprox",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","116",24,6,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1414","IRInt366","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.25,"Medium","Etofenprox",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","116",24,60,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1415","IRInt367","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.05,"High","Etofenprox",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","122",24,82.9,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1416","IRDis722","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.05,"Low","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","113",24,61.1,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1417","IRInt369","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.25,"Medium","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","124",24,55,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1418","IRInt370","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.05,"High","Deltamethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","Not available",24,100,"Low intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1419","IRDis723","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.05,"Low","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","113",24,11.5,"N/A","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1420","IRInt371","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.25,"Medium","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","115",24,65.7,"Moderate to high intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
"1421","IRInt372","Cameroon","CM","Centre","Nkolndongo","Ekié","IRCM154",3.82,11.53,"WHO tube test","Pyrethroids",0.05,"High","Alpha-cypermethrin",2018,"An. gambiae s.l.","F0_ADULTS_(FROM_WILD_LARVAE)","110",24,84.3,"High intensity","Not available","Piameu M et al. (2021) Pyrethroid and Etofenprox Resistance in Anopheles gambiae and Anopheles coluzzii from Vegetable Farms in Yaoundé, Cameroon: Dynamics, Intensity and Molecular Basis. Molecules. 2021 Sep 13;26(18):5543.","https://pubmed.ncbi.nlm.nih.gov/34577014/","World Health Organization"
